12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,0,0,0,0,5,5,5,5,5,5,36,36,31,20,20,26,26,26,26,26,26,26,26,0,0,0,20,5,26,26,0,26,26,26,20,20,0,26,26,26,0,21,39,11,0,0,20,0,12
12,0,22,38,38,38,18,5,5,5,9,45,45,28,20,20,20,20,26,26,26,26,26,0,0,20,5,5,20,26,0,0,0,26,21,39,39,39,39,39,39,32,8,44,24,20,5,5,5,12
12,0,23,33,33,33,25,5,20,20,14,45,45,28,20,20,20,20,20,26,26,26,5,5,5,16,37,37,37,37,37,0,0,0,3,19,19,19,19,19,19,32,26,26,0,0,20,5,0,12
12,0,23,33,33,33,25,20,20,5,7,40,40,0,20,20,20,20,20,26,26,26,23,33,5,1,42,35,35,35,30,5,0,26,3,19,19,19,19,19,19,32,21,39,11,5,0,0,20,12
12,26,23,33,33,33,25,26,20,5,20,0,0,0,0,20,20,20,26,26,22,38,13,33,46,5,18,2,35,35,30,26,5,26,3,19,19,19,19,44,44,24,8,19,32,0,0,5,0,12
12,26,15,43,43,43,29,26,5,20,0,0,0,0,0,0,0,0,26,26,15,43,47,33,33,33,25,2,35,30,0,0,0,0,3,19,19,19,32,5,20,0,0,3,32,26,0,0,0,12
12,26,26,26,26,26,26,26,26,26,26,0,0,0,0,20,0,0,0,26,26,26,15,47,6,43,29,2,35,30,0,0,0,0,3,19,19,19,19,39,11,20,26,8,24,26,26,0,0,12
12,26,26,5,5,26,20,20,20,20,20,0,0,0,20,0,0,0,0,26,0,26,26,23,25,20,20,1,17,0,0,20,0,0,3,19,19,19,19,19,19,11,26,26,26,26,26,5,26,12
12,26,26,26,5,5,0,0,20,20,20,5,5,0,0,0,0,0,26,26,0,0,0,15,29,5,5,20,0,20,0,0,0,0,8,44,19,19,19,19,19,19,39,39,11,26,9,31,26,12
12,26,26,26,0,5,5,5,0,20,5,5,26,26,26,0,0,5,5,26,26,0,0,0,0,5,20,5,5,0,9,36,31,0,0,20,3,19,19,19,19,19,19,19,32,5,14,28,0,12
12,26,26,26,26,0,5,5,0,0,26,0,0,0,26,0,5,5,5,5,5,5,0,0,0,0,26,0,0,0,14,45,45,31,0,26,3,19,19,19,19,19,19,19,32,14,45,10,0,12
12,26,26,26,26,26,20,20,26,26,26,26,26,26,26,5,5,5,5,5,5,5,5,0,0,26,26,26,9,36,45,45,45,28,5,26,8,44,44,44,44,44,44,44,24,7,10,0,26,12
12,26,26,5,26,26,26,20,20,26,26,26,26,5,26,5,5,22,18,5,5,5,26,0,26,26,26,20,7,40,45,45,40,10,5,26,20,20,20,0,0,0,0,0,26,26,26,26,26,12
